species,words
Platanus acerifolia, There is currently no way to save the trees and the city have resorted to cutting down the trees
Platanus acerifolia,"


=== Timber ===
When quarter-sawn the timber has a distinctive and highly decorative appearance of dark reddish-brown flecks against a lighter background and is known as lacewood"
Platanus acerifolia,"


== Cultivars ==
'Augustine Henry'"
Platanus acerifolia," This is a tall growing cultivar, with very large, pale green leaves"
Platanus acerifolia, It produces a strong leader and a cylindrical trunk
Platanus acerifolia,"
'Bloodgood', This is one of the first cultivars to be selected for anthracnose resistance"
Platanus acerifolia, It is a rounded tree with deep green leaves that turn a poor yellow in fall
Platanus acerifolia," The plant tolerates poor cultural conditions, including heat, drought and poor soil"
Platanus acerifolia, Recent observations indicate susceptibility to ozone
Platanus acerifolia,"
'Columbia'"
Platanus acerifolia," Resists mildew and anthracnose, this tree has deeply lobed, dark green leaves"
Platanus acerifolia,"
'Liberty'"
Platanus acerifolia, A U
Platanus acerifolia,S
Platanus acerifolia," National Arboretum introduction, this pyramidal tree grows vigorously"
Platanus acerifolia," It shows good tolerance for mildew, anthracnose, heat and drought"
Platanus acerifolia,"
'Metzam' (Metroshade), A new introduction that grows strongly with a pyramidal habit, this cultivar is also said to be disease resistant with lustrous green foliage that emerges with a reddish cast"
Platanus acerifolia,"
'Mirkovec'"
Platanus acerifolia," Has a dwarf, shrubby habit and unusual variegated lobed leaves with pink, cream and bronze regions"
Platanus acerifolia,"
'Pyramidalis'"
Platanus acerifolia," A cultivar or cultivar group common in London, with rich glossy green leaves, and a characteristic tendency to produce straight branches, compared to sinuous ones in other forms"
Platanus acerifolia,"
'Suttneri'"
Platanus acerifolia, Leaves are variegated creamy white
Platanus acerifolia,"
'Yarwood'"
Platanus acerifolia, Very resistant to powdery mildew and highly susceptible to anthracnose
Platanus acerifolia, Poor structure
Platanus acerifolia, Being abandoned in California
Platanus acerifolia,"
		


== References ==


== Further reading ==
Bean"
Platanus acerifolia, Trees and Shrubs hardy in the British Isles
Platanus acerifolia, (8th ed
Platanus acerifolia,", 1976)
Huxley, A"
Platanus acerifolia,", ed"
Platanus acerifolia, (1992)
Platanus acerifolia, New RHS Dictionary of Gardening
Platanus acerifolia, Macmillan
Platanus acerifolia,"
Rushforth, K"
Platanus acerifolia, (1999)
Platanus acerifolia, Trees of Britain and Europe
Platanus acerifolia, Harper Collins ISBN 0-00-220013-9
Platanus acerifolia,"
Interspecific Hybridization in Platanus"
Platanus acerifolia," Author: Santamour, Frank S"
Platanus acerifolia,1
Platanus acerifolia," Source: Forest Science, Volume 18, Number 3, 1 September 1972, pp"
Platanus acerifolia," 236–239(4) Publisher: Society of American Foresters


== External links ==
University of Connecticut"
Platanus occidentalis,"Platanus occidentalis, also known as American sycamore, American planetree, western plane, occidental plane, buttonwood, and water beech, is a species of Platanus native to the eastern and central United States, the mountains of northeastern Mexico, extreme southern Ontario, and possibly extreme southern Quebec"
Platanus occidentalis," It is usually called sycamore in North America, a name which can refer to other types of tree in other parts of the world"
Platanus occidentalis,"
The species epithet occidentalis is Latin for ""western"", referring to the Western Hemisphere, because at the time when it was named by Carl Linnaeus, the only other species in the genus was P"
Platanus occidentalis," orientalis (""eastern""), native to the Eastern Hemisphere"
Platanus occidentalis,"


== Description ==
An American sycamore tree can often be easily distinguished from other trees by its mottled bark which flakes off in great irregular masses, leaving the surface mottled and gray, greenish-white and brown"
Platanus occidentalis," The bark of all trees has to yield to a growing trunk by stretching, splitting, or infilling"
Platanus occidentalis, The sycamore shows the process more openly than many other trees
Platanus occidentalis," The explanation is found in the rigid texture of the bark tissue which lacks the elasticity of the bark of some other trees, so it is incapable of stretching to accommodate the growth of the wood underneath, so the tree sloughs it off"
Platanus occidentalis,"A sycamore can grow to massive proportions, typically reaching up to 30 to 40 m (98 to 131 ft) high and 1"
Platanus occidentalis,5 to 2 m (4
Platanus occidentalis,9 to 6
Platanus occidentalis,6 ft) in diameter when grown in deep soils
Platanus occidentalis," The largest of the species have been measured to 53 m (174 ft), and nearly 4 m (13 ft) in diameter"
Platanus occidentalis, Larger specimens were recorded in historical times
Platanus occidentalis," In 1744, a Shenandoah Valley settler named Joseph Hampton and two sons lived for most of the year in a hollow sycamore in what is now Clarke County, Virginia"
Platanus occidentalis," In 1770, at Point Pleasant, Virginia (now in West Virginia) near the junction of the Kanawha and Ohio Rivers, George Washington recorded in his journal a sycamore measuring 13"
Platanus occidentalis,67 m (44 ft 10 in) in circumference at 91 cm (3 ft) from the ground
Platanus occidentalis,"The sycamore tree is often divided near the ground into several secondary trunks, very free from branches"
Platanus occidentalis,"  Spreading limbs at the top make an irregular, open head"
Platanus occidentalis, Roots are fibrous
Platanus occidentalis, The trunks of large trees are often hollow
Platanus occidentalis,"
Another peculiarity is the way the leaves grow sticky, green buds"
Platanus occidentalis," In early August, most trees in general will have—nestled in the axils of their leaves—the tiny forming bud which will produce the leaves of the coming year"
Platanus occidentalis, The sycamore branch apparently has no such buds
Platanus occidentalis, Instead there is an enlargement of the petiole which encloses the bud in a tight-fitting case at the base of the petiole
Platanus occidentalis,"
Bark: Dark reddish brown, broken into oblong plate-like scales; higher on the tree, it is smooth and light gray; separates freely into thin plates which peel off and leave the surface pale yellow, or white, or greenish"
Platanus occidentalis," Branchlets at first pale green, coated with thick pale tomentum, later dark green and smooth, finally become light gray or light reddish brown"
Platanus occidentalis,"
Wood: Light brown, tinged with red; heavy, weak, difficult to split"
Platanus occidentalis," Largely used for furniture and interior finish of houses, butcher's blocks"
Platanus occidentalis," Specific gravity, 0"
Platanus occidentalis,"5678; relative density, 0"
Platanus occidentalis,53724 g/cm3 (33
Platanus occidentalis,539 lb/cu ft)
Platanus occidentalis,"
Winter buds: Large, stinky, sticky, green, and three-scaled, they form in summer within the petiole of the full grown leaf"
Platanus occidentalis, The inner scales enlarge with the growing shake
Platanus occidentalis, There is no terminal bud
Platanus occidentalis,"
Leaves: Alternate, palmately nerved, broadly ovate or orbicular, 10 to 23 cm (4 to 9 in) inches long, truncate or cordate or wedge-shaped at base, decurrent on the petiole"
Platanus occidentalis," Three to five-lobed by broad shallow sinuses rounded in the bottom; lobes acuminate, toothed, or entire, or undulate"
Platanus occidentalis," They come out of the bud plicate, pale green coated with pale tomentum; when full grown are bright yellow green above, paler beneath"
Platanus occidentalis, In autumn they turn brown and wither before falling
Platanus occidentalis," Petioles long, abruptly enlarged at base and inclosing the buds"
Platanus occidentalis," Stipules with spreading, toothed borders, conspicuous on young shoots, caducous"
Platanus occidentalis,"
Flowers: May, with the leaves; monoecious, borne in dense heads"
Platanus occidentalis, Staminate and pistillate heads on separate peduncles
Platanus occidentalis," Staminate heads dark red, on axillary peduncles; pistillate heads light green tinged with red, on longer terminal peduncles"
Platanus occidentalis," Calyx of staminate flowers three to six tiny scale-like sepals, slightly united at the base, half as long as the pointed petals"
Platanus occidentalis," Of pistillate flowers three to six, usually four, rounded sepals, much shorter than the acute petals"
Platanus occidentalis, Corolla of three to six thin scale-like petals
Platanus occidentalis,"
Stamens: In staminate flowers as many of the divisions of the calyx and opposite to them; filaments short; anthers elongated, two-celled; cells opening by lateral slits; connectives hairy"
Platanus occidentalis,"
Pistil: Ovary superior, one-celled, sessile, ovate-oblong, surrounded at base by long, jointed, pale hairs; styles long, incurved, red, stigmatic, ovules one or two"
Platanus occidentalis,"
Fruit: Brown heads, solitary or rarely clustered, 2"
Platanus occidentalis,"5 cm (1 in) in diameter, hanging on slender stems three to six inches long; persistent through the winter"
Platanus occidentalis, These heads are composed of achenes about two-thirds of an inch in length
